Transaction_ID,Transaction_Date,Transaction_Time,Customer_ID,Amount,Payment_Method,Transaction_Type,Location,Device_Type,Merchant_Category,Customer_Age,Transaction_Status,Fraud_Flag
TXN100223,2026-02-10,23:56,CUST1098,65.8,UPI,Online Purchase,Hyderabad,Mobile,Fashion,39,Successful,0
TXN100224,2026-02-10,16:00,CUST1016,28.92,Debit Card,Online Purchase,Delhi,Mobile,Grocery,27,Failed,0
TXN100225,2026-02-10,05:53,CUST1088,901.9,Net Banking,Online Purchase,Mumbai,Mobile,Entertainment,20,Successful,0
TXN100226,2026-02-10,23:54,CUST1078,62.95,Wallet,Online Purchase,Coimbatore,Mobile,Grocery,29,Successful,0
TXN100227,2026-02-10,04:50,CUST1090,93.01,Debit Card,Bill Payment,Chennai,Mobile,Electronics,46,Successful,0
TXN100228,2026-02-10,19:39,CUST1072,91.78,Credit Card,Online Purchase,Kochi,Mobile,Entertainment,65,Successful,0
TXN100229,2026-02-11,01:14,CUST1014,181.68,Debit Card,Subscription,Pune,Desktop,Utilities,34,Under Review,1
TXN100230,2026-02-11,05:20,CUST1031,1060.3,Net Banking,Money Transfer,Pune,Tablet,Entertainment,24,Successful,0
TXN100231,2026-02-11,21:46,CUST1066,54.81,Credit Card,Bill Payment,Bengaluru,Mobile,Utilities,30,Successful,0
TXN100232,2026-02-11,10:08,CUST1112,133.38,UPI,Money Transfer,Mumbai,Mobile,Fashion,19,Failed,0
TXN100233,2026-02-11,15:52,CUST1068,204.56,Wallet,Online Purchase,Kochi,Desktop,Grocery,21,Successful,0
TXN100234,2026-02-11,15:08,CUST1193,76.04,Debit Card,Bill Payment,Coimbatore,Tablet,Travel,27,Successful,0
TXN100235,2026-02-12,00:09,CUST1055,131.25,Debit Card,Money Transfer,Hyderabad,Mobile,Entertainment,56,Blocked,1
TXN100236,2026-02-12,08:51,CUST1123,328.49,UPI,Bill Payment,Coimbatore,Mobile,Travel,41,Under Review,1
TXN100237,2026-02-12,05:56,CUST1168,85.14,Debit Card,Bill Payment,Mumbai,Mobile,Entertainment,34,Successful,0
TXN100238,2026-02-12,15:52,CUST1153,129.2,UPI,Subscription,Mumbai,Mobile,Fashion,23,Successful,0
TXN100239,2026-02-12,02:25,CUST1025,117.76,Debit Card,Subscription,Delhi,Mobile,Grocery,36,Successful,0
TXN100240,2026-02-13,19:40,CUST1131,163.4,UPI,Money Transfer,Delhi,Mobile,Electronics,22,Successful,0
TXN100241,2026-02-13,03:34,CUST1069,231.17,Debit Card,Money Transfer,Coimbatore,Mobile,Electronics,49,Under Review,1
TXN100242,2026-02-13,18:51,CUST1102,325.89,Wallet,Money Transfer,Hyderabad,Mobile,Electronics,27,Failed,0
TXN100243,2026-02-13,02:24,CUST1118,1258.35,UPI,Online Purchase,Coimbatore,Desktop,Entertainment,26,Under Review,1
TXN100244,2026-02-13,18:25,CUST1026,20.0,Wallet,Bill Payment,Mumbai,Mobile,Entertainment,44,Successful,0
TXN100245,2026-02-13,19:10,CUST1040,153.33,Credit Card,Online Purchase,Mumbai,Mobile,Travel,30,Successful,0
TXN100246,2026-02-14,06:37,CUST1038,46.32,Net Banking,Bill Payment,Bengaluru,Mobile,Grocery,36,Successful,0
TXN100247,2026-02-14,19:01,CUST1166,123.3,Debit Card,Money Transfer,Delhi,Mobile,Entertainment,38,Successful,0
TXN100248,2026-02-14,08:06,CUST1196,437.41,Credit Card,Online Purchase,Kochi,Tablet,Grocery,41,Successful,0
TXN100249,2026-02-14,00:17,CUST1007,600.52,Debit Card,Subscription,Kochi,Mobile,Travel,55,Successful,0
TXN100250,2026-02-14,07:26,CUST1158,629.37,Net Banking,Subscription,Kochi,Mobile,Entertainment,21,Successful,0
TXN100251,2026-02-15,06:33,CUST1120,623.46,Credit Card,Money Transfer,Bengaluru,Mobile,Electronics,41,Successful,0
TXN100252,2026-02-15,17:26,CUST1147,152.33,UPI,Money Transfer,Chennai,Mobile,Electronics,52,Successful,0
TXN100253,2026-02-15,07:16,CUST1035,734.02,Debit Card,ATM,Kochi,Desktop,Fashion,20,Successful,0
TXN100254,2026-02-15,00:42,CUST1161,895.02,Net Banking,Online Purchase,Mumbai,Mobile,Utilities,21,Successful,0
TXN100255,2026-02-15,10:58,CUST1161,208.26,Debit Card,ATM,Bengaluru,Mobile,Food,54,Successful,0
TXN100256,2026-02-15,17:43,CUST1078,588.3,Debit Card,Online Purchase,Coimbatore,Mobile,Utilities,57,Successful,0
TXN100257,2026-02-16,22:58,CUST1038,188.9,Credit Card,ATM,Delhi,Mobile,Entertainment,65,Failed,0
TXN100258,2026-02-16,09:50,CUST1138,742.66,Net Banking,Online Purchase,Delhi,Desktop,Grocery,52,Successful,0
TXN100259,2026-02-16,02:53,CUST1185,154.21,UPI,ATM,Hyderabad,Desktop,Entertainment,48,Under Review,1
TXN100260,2026-02-16,06:23,CUST1028,98.54,Credit Card,Subscription,Coimbatore,Mobile,Grocery,61,Successful,0
TXN100261,2026-02-16,15:24,CUST1100,59.15,UPI,Online Purchase,Hyderabad,Mobile,Grocery,42,Successful,0
TXN100262,2026-02-17,15:06,CUST1038,152.38,UPI,Bill Payment,Bengaluru,Desktop,Utilities,57,Successful,0
TXN100263,2026-02-17,19:51,CUST1144,197.23,UPI,Subscription,Pune,Tablet,Food,30,Successful,0
TXN100264,2026-02-17,16:05,CUST1124,70.4,UPI,Bill Payment,Kochi,Mobile,Fashion,21,Successful,0
TXN100265,2026-02-17,01:52,CUST1149,141.16,Debit Card,ATM,Chennai,Mobile,Utilities,63,Successful,0
TXN100266,2026-02-17,00:23,CUST1092,107.07,UPI,Money Transfer,Coimbatore,Mobile,Food,31,Successful,0
TXN100267,2026-02-17,15:32,CUST1097,61.75,Credit Card,Bill Payment,Coimbatore,Desktop,Electronics,30,Successful,0
TXN100268,2026-02-18,11:48,CUST1006,510.75,UPI,Online Purchase,Coimbatore,Mobile,Electronics,44,Successful,0
TXN100269,2026-02-18,04:28,CUST1169,609.05,UPI,Online Purchase,Hyderabad,Mobile,Grocery,23,Successful,0
TXN100270,2026-02-18,04:42,CUST1127,508.48,UPI,ATM,Bengaluru,Desktop,Travel,34,Blocked,1
TXN100271,2026-02-18,22:21,CUST1015,166.64,UPI,Bill Payment,Coimbatore,Mobile,Entertainment,53,Successful,0
TXN100272,2026-02-18,08:25,CUST1108,177.26,Debit Card,Bill Payment,Pune,Mobile,Entertainment,57,Successful,0
TXN100273,2026-02-19,08:27,CUST1131,62.6,Debit Card,Bill Payment,Coimbatore,Mobile,Grocery,52,Successful,0
TXN100274,2026-02-19,02:49,CUST1043,274.41,Debit Card,Money Transfer,Delhi,Mobile,Travel,34,Under Review,1
TXN100275,2026-02-19,18:20,CUST1047,214.78,Credit Card,ATM,Kochi,Mobile,Food,58,Successful,0
TXN100276,2026-02-19,15:48,CUST1099,3114.88,UPI,Subscription,Chennai,Mobile,Electronics,19,Successful,0
TXN100277,2026-02-19,15:06,CUST1014,537.59,Net Banking,Bill Payment,Kochi,Mobile,Entertainment,30,Blocked,1
TXN100278,2026-02-19,02:16,CUST1194,248.45,Credit Card,ATM,Delhi,Mobile,Utilities,19,Successful,0
TXN100279,2026-02-20,19:19,CUST1157,173.88,Credit Card,ATM,Delhi,Desktop,Travel,45,Successful,0
TXN100280,2026-02-20,23:40,CUST1132,493.39,UPI,Money Transfer,Chennai,Desktop,Food,60,Successful,0
TXN100281,2026-02-20,21:48,CUST1154,72.55,UPI,Subscription,Pune,Mobile,Electronics,43,Successful,0
TXN100282,2026-02-20,23:19,CUST1115,566.59,UPI,Online Purchase,Bengaluru,Mobile,Utilities,39,Successful,0
TXN100283,2026-02-20,00:53,CUST1140,61.12,UPI,Online Purchase,Delhi,Mobile,Travel,64,Successful,0
TXN100284,2026-02-20,23:21,CUST1002,103.39,Debit Card,ATM,Bengaluru,Mobile,Grocery,60,Successful,0
TXN100285,2026-02-21,19:27,CUST1145,28.84,Credit Card,Bill Payment,Delhi,Mobile,Grocery,20,Successful,0
TXN100286,2026-02-21,10:39,CUST1035,334.98,Debit Card,ATM,Mumbai,Mobile,Grocery,52,Successful,0
TXN100287,2026-02-21,16:48,CUST1010,232.74,Debit Card,Subscription,Chennai,Mobile,Entertainment,29,Successful,0
TXN100288,2026-02-21,07:06,CUST1112,103.39,Net Banking,Online Purchase,Delhi,Mobile,Food,41,Successful,0
TXN100289,2026-02-21,03:00,CUST1171,71.58,Debit Card,Subscription,Mumbai,Mobile,Grocery,22,Successful,0
TXN100290,2026-02-22,05:31,CUST1021,719.62,Wallet,Bill Payment,Kochi,Mobile,Entertainment,37,Successful,0
TXN100291,2026-02-22,07:12,CUST1015,158.6,UPI,Bill Payment,Hyderabad,Mobile,Fashion,56,Successful,0
TXN100292,2026-02-22,19:29,CUST1163,84.16,UPI,Money Transfer,Mumbai,Mobile,Entertainment,56,Successful,0
TXN100293,2026-02-22,02:22,CUST1112,1238.84,UPI,Subscription,Coimbatore,Mobile,Electronics,30,Successful,0
TXN100294,2026-02-22,15:50,CUST1126,93.97,Debit Card,Online Purchase,Delhi,Desktop,Entertainment,58,Successful,0
TXN100295,2026-02-22,02:58,CUST1085,566.01,Net Banking,Bill Payment,Mumbai,Desktop,Food,62,Successful,0
TXN100296,2026-02-23,17:55,CUST1085,57.34,UPI,Money Transfer,Bengaluru,Mobile,Utilities,29,Successful,0
TXN100297,2026-02-23,13:18,CUST1188,127.11,Wallet,Money Transfer,Hyderabad,Mobile,Entertainment,30,Successful,0
TXN100298,2026-02-23,17:31,CUST1172,299.55,UPI,Money Transfer,Pune,Mobile,Grocery,27,Successful,0
TXN100299,2026-02-23,01:29,CUST1005,171.09,Wallet,Online Purchase,Delhi,Mobile,Electronics,50,Under Review,1
TXN100300,2026-02-23,21:28,CUST1117,231.31,UPI,Online Purchase,Coimbatore,Mobile,Travel,57,Successful,0
TXN100301,2026-02-24,02:48,CUST1146,0.0,UPI,Bill Payment,Pune,Desktop,Grocery,33,Successful,1
TXN100302,2026-02-24,15:44,CUST1149,0.0,Credit Card,ATM,Mumbai,Mobile,Electronics,62,Successful,0
TXN100303,2026-02-24,08:28,CUST1072,784.92,UPI,Online Purchase,Pune,Desktop,Fashion,52,Successful,0
TXN100304,2026-02-24,03:29,CUST1074,112.41,UPI,Online Purchase,Pune,Mobile,Travel,20,Successful,0
TXN100305,2026-02-24,00:15,CUST1051,242.02,UPI,Subscription,Hyderabad,Mobile,Fashion,22,Successful,0
TXN100306,2026-02-24,03:39,CUST1169,365.75,Net Banking,Online Purchase,Kochi,Desktop,Utilities,43,Successful,0
TXN100307,2026-02-25,00:18,CUST1024,246.84,Credit Card,Subscription,Pune,Mobile,Electronics,28,Successful,0
TXN100308,2026-02-25,13:17,CUST1152,89.25,UPI,Money Transfer,Pune,Mobile,Fashion,24,Successful,0
TXN100309,2026-02-25,20:00,CUST1038,578.11,Debit Card,ATM,Delhi,Mobile,Utilities,27,Successful,0
TXN100310,2026-02-25,15:13,CUST1044,302.98,Debit Card,Online Purchase,Kochi,Mobile,Electronics,59,Successful,0
TXN100311,2026-02-25,19:50,CUST1185,221.14,UPI,Online Purchase,Hyderabad,Tablet,Electronics,51,Successful,0
TXN100312,2026-02-26,23:46,CUST1187,216.07,Credit Card,Money Transfer,Coimbatore,Mobile,Fashion,20,Successful,0
TXN100313,2026-02-26,07:49,CUST1162,974.83,UPI,ATM,Mumbai,Tablet,Electronics,25,Successful,0
TXN100314,2026-02-26,06:01,CUST1075,87.35,UPI,ATM,Hyderabad,Tablet,Grocery,48,Successful,0
TXN100315,2026-02-26,02:53,CUST1095,274.58,Debit Card,Online Purchase,Hyderabad,Desktop,Electronics,28,Successful,0
TXN100316,2026-02-26,16:27,CUST1023,106.84,UPI,ATM,Chennai,Mobile,Food,62,Successful,0
TXN100317,2026-02-26,00:48,CUST1124,26.15,Credit Card,ATM,Hyderabad,Mobile,Utilities,24,Successful,0
TXN100318,2026-02-27,15:49,CUST1086,25.46,Debit Card,Money Transfer,Kochi,Desktop,Electronics,62,Successful,0
TXN100319,2026-02-27,11:29,CUST1043,65.72,UPI,ATM,Chennai,Mobile,Food,19,Successful,0
TXN100320,2026-02-27,18:37,CUST1040,93.84,Credit Card,ATM,Mumbai,Mobile,Electronics,23,Failed,0
TXN100321,2026-02-27,21:50,CUST1047,1592.32,UPI,Money Transfer,Pune,Mobile,Electronics,58,Successful,0
TXN100322,2026-02-27,22:03,CUST1169,364.45,Wallet,Online Purchase,Delhi,Mobile,Fashion,49,Successful,0
TXN100323,2026-02-28,21:00,CUST1175,398.75,Credit Card,Bill Payment,Delhi,Mobile,Grocery,37,Successful,0
TXN100324,2026-02-28,13:07,CUST1020,95.86,Net Banking,Online Purchase,Mumbai,Mobile,Utilities,51,Successful,0
TXN100325,2026-02-28,05:28,CUST1109,192.74,Credit Card,Bill Payment,Mumbai,Mobile,Grocery,33,Failed,0
TXN100326,2026-02-28,05:54,CUST1193,1819.2,UPI,Bill Payment,Kochi,Desktop,Travel,42,Successful,0
TXN100327,2026-02-28,12:38,CUST1068,53.82,Debit Card,Online Purchase,Bengaluru,Mobile,Fashion,29,Successful,0
TXN100328,2026-02-28,18:02,CUST1024,286.07,Wallet,Bill Payment,Pune,Tablet,Fashion,24,Successful,0
TXN100329,2026-03-01,21:31,CUST1036,908.05,Debit Card,Online Purchase,Mumbai,Mobile,Grocery,56,Failed,0
TXN100330,2026-03-01,07:09,CUST1045,476.25,Net Banking,ATM,Hyderabad,Desktop,Entertainment,34,Successful,0
TXN100331,2026-03-01,01:09,CUST1130,1098.32,Net Banking,Subscription,Kochi,Mobile,Fashion,62,Successful,0
TXN100332,2026-03-01,20:18,CUST1028,224.27,UPI,Online Purchase,Delhi,Desktop,Grocery,28,Successful,0
TXN100333,2026-03-01,00:45,CUST1154,331.44,UPI,Subscription,Coimbatore,Mobile,Fashion,23,Successful,0
TXN100334,2026-03-02,14:33,CUST1023,202.3,Debit Card,Money Transfer,Kochi,Desktop,Electronics,40,Blocked,1
TXN100335,2026-03-02,00:59,CUST1164,309.0,Credit Card,Online Purchase,Delhi,Mobile,Grocery,44,Successful,0
TXN100336,2026-03-02,04:32,CUST1091,72.59,Net Banking,Online Purchase,Chennai,Desktop,Grocery,63,Successful,1
TXN100337,2026-03-02,15:22,CUST1134,400.35,Net Banking,Bill Payment,Kochi,Tablet,Food,23,Successful,0
TXN100338,2026-03-02,18:54,CUST1163,243.29,UPI,ATM,Delhi,Mobile,Fashion,55,Successful,0
TXN100339,2026-03-02,03:27,CUST1103,192.99,UPI,Money Transfer,Bengaluru,Mobile,Fashion,19,Successful,1
TXN100340,2026-03-03,02:31,CUST1038,1039.39,Debit Card,Online Purchase,Kochi,Desktop,Grocery,39,Blocked,1
TXN100341,2026-03-03,16:49,CUST1163,139.02,UPI,Online Purchase,Kochi,Mobile,Electronics,37,Successful,0
TXN100342,2026-03-03,16:06,CUST1094,606.57,Net Banking,Bill Payment,Pune,Desktop,Electronics,42,Successful,0
TXN100343,2026-03-03,11:28,CUST1053,670.0,Credit Card,Online Purchase,Mumbai,Mobile,Utilities,32,Successful,0
TXN100344,2026-03-03,13:07,CUST1038,426.47,Debit Card,Online Purchase,Pune,Mobile,Electronics,46,Successful,0
TXN100345,2026-03-03,20:00,CUST1187,69.05,UPI,Online Purchase,Kochi,Tablet,Fashion,25,Successful,0
TXN100346,2026-03-04,05:56,CUST1043,259.58,Debit Card,ATM,Mumbai,Mobile,Entertainment,54,Successful,0
TXN100347,2026-03-04,02:54,CUST1103,1284.95,Credit Card,Subscription,Delhi,Desktop,Food,50,Blocked,1
TXN100348,2026-03-04,08:02,CUST1114,29.41,Debit Card,Bill Payment,Coimbatore,Mobile,Grocery,39,Successful,0
TXN100349,2026-03-04,04:23,CUST1004,150.26,UPI,Subscription,Coimbatore,Mobile,Travel,64,Successful,0
TXN100350,2026-03-04,23:22,CUST1005,579.58,Debit Card,Online Purchase,Kochi,Mobile,Food,22,Successful,0
TXN100351,2026-03-05,16:58,CUST1068,161.53,Net Banking,Bill Payment,Bengaluru,Mobile,Entertainment,56,Successful,0
TXN100352,2026-03-05,13:07,CUST1123,407.44,UPI,Online Purchase,Chennai,Mobile,Travel,35,Successful,0
TXN100353,2026-03-05,20:53,CUST1173,741.88,UPI,Money Transfer,Delhi,Mobile,Food,55,Successful,0
TXN100354,2026-03-05,02:56,CUST1080,228.61,UPI,Subscription,Mumbai,Mobile,Electronics,54,Successful,0
TXN100355,2026-03-05,00:46,CUST1153,301.57,Debit Card,Money Transfer,Kochi,Mobile,Fashion,47,Blocked,1
TXN100356,2026-03-05,19:36,CUST1011,198.71,Debit Card,Bill Payment,Delhi,Desktop,Entertainment,48,Successful,0
TXN100357,2026-03-06,20:02,CUST1157,244.16,Credit Card,Money Transfer,Kochi,Mobile,Travel,27,Successful,0
TXN100358,2026-03-06,22:50,CUST1162,1484.16,UPI,Online Purchase,Bengaluru,Mobile,Entertainment,32,Successful,0
TXN100359,2026-03-06,00:32,CUST1142,170.04,UPI,Subscription,Hyderabad,Mobile,Food,59,Blocked,1
TXN100360,2026-03-06,02:27,CUST1120,127.34,Debit Card,Bill Payment,Hyderabad,Mobile,Fashion,65,Successful,0
TXN100361,2026-03-06,17:46,CUST1152,513.76,Credit Card,Bill Payment,Bengaluru,Desktop,Entertainment,61,Successful,0
TXN100362,2026-03-07,09:07,CUST1187,78.03,Wallet,Money Transfer,Mumbai,Mobile,Travel,35,Successful,0
TXN100363,2026-03-07,21:33,CUST1167,98.03,UPI,Money Transfer,Pune,Mobile,Grocery,40,Successful,0
TXN100364,2026-03-07,02:34,CUST1026,98.66,Debit Card,Online Purchase,Bengaluru,Mobile,Food,50,Successful,0
TXN100365,2026-03-07,07:31,CUST1171,140.35,Credit Card,Money Transfer,Kochi,Mobile,Grocery,33,Successful,0
TXN100366,2026-03-07,13:23,CUST1036,146.61,Credit Card,Online Purchase,Mumbai,Desktop,Electronics,55,Successful,0
TXN100367,2026-03-07,23:13,CUST1167,364.71,Debit Card,Money Transfer,Coimbatore,Mobile,Grocery,52,Successful,0
TXN100368,2026-03-08,17:31,CUST1189,128.72,Debit Card,ATM,Bengaluru,Desktop,Grocery,51,Successful,0
TXN100369,2026-03-08,14:55,CUST1144,379.73,Wallet,ATM,Mumbai,Mobile,Utilities,45,Successful,0
TXN100370,2026-03-08,21:45,CUST1122,430.17,UPI,Money Transfer,Bengaluru,Mobile,Food,19,Successful,0
TXN100371,2026-03-08,22:42,CUST1059,94.3,UPI,Money Transfer,Bengaluru,Tablet,Electronics,47,Successful,0
TXN100372,2026-03-08,01:15,CUST1096,421.03,Debit Card,Online Purchase,Pune,Mobile,Grocery,30,Successful,0
TXN100373,2026-03-09,09:03,CUST1006,461.01,Credit Card,ATM,Pune,Mobile,Fashion,58,Successful,0
TXN100374,2026-03-09,01:51,CUST1098,31.16,UPI,Online Purchase,Kochi,Mobile,Travel,33,Successful,0
TXN100375,2026-03-09,16:36,CUST1056,243.1,UPI,Bill Payment,Mumbai,Mobile,Grocery,22,Successful,0
TXN100376,2026-03-09,07:53,CUST1136,109.24,UPI,Online Purchase,Mumbai,Mobile,Electronics,45,Successful,0
TXN100377,2026-03-09,00:20,CUST1094,667.18,Net Banking,Online Purchase,Chennai,Mobile,Grocery,56,Successful,0
TXN100378,2026-03-09,08:13,CUST1027,108.14,UPI,Money Transfer,Bengaluru,Mobile,Travel,62,Successful,0
TXN100379,2026-03-10,10:30,CUST1199,47.49,UPI,Online Purchase,Hyderabad,Mobile,Electronics,37,Successful,0
TXN100380,2026-03-10,21:54,CUST1155,175.95,UPI,ATM,Bengaluru,Mobile,Food,41,Successful,0
TXN100381,2026-03-10,15:47,CUST1120,73.92,UPI,Online Purchase,Bengaluru,Mobile,Electronics,44,Successful,0
TXN100382,2026-03-10,06:17,CUST1174,423.94,UPI,Online Purchase,Mumbai,Mobile,Food,47,Successful,0
TXN100383,2026-03-10,09:06,CUST1169,80.75,Credit Card,Bill Payment,Bengaluru,Mobile,Electronics,62,Successful,0
TXN100384,2026-03-11,22:09,CUST1025,178.13,UPI,Online Purchase,Delhi,Tablet,Entertainment,44,Successful,0
TXN100385,2026-03-11,02:06,CUST1086,850.49,Net Banking,Online Purchase,Bengaluru,Mobile,Travel,43,Successful,0
TXN100386,2026-03-11,17:32,CUST1146,543.77,UPI,Money Transfer,Delhi,Desktop,Travel,24,Successful,0
TXN100387,2026-03-11,23:22,CUST1012,292.32,Credit Card,Online Purchase,Pune,Mobile,Electronics,59,Successful,0
TXN100388,2026-03-11,12:20,CUST1087,159.56,Net Banking,ATM,Hyderabad,Mobile,Entertainment,64,Successful,0
TXN100389,2026-03-11,06:18,CUST1179,265.84,Debit Card,Online Purchase,Kochi,Mobile,Grocery,55,Successful,0
TXN100390,2026-03-12,03:47,CUST1109,361.04,Credit Card,Online Purchase,Mumbai,Mobile,Travel,22,Under Review,1
TXN100391,2026-03-12,12:18,CUST1167,67.59,UPI,ATM,Bengaluru,Mobile,Food,40,Successful,0
TXN100392,2026-03-12,19:35,CUST1089,424.68,UPI,Online Purchase,Delhi,Mobile,Food,45,Successful,0
TXN100393,2026-03-12,00:28,CUST1010,60.24,Debit Card,Online Purchase,Delhi,Mobile,Fashion,51,Successful,0
TXN100394,2026-03-12,07:59,CUST1074,321.32,Wallet,Bill Payment,Pune,Desktop,Utilities,32,Successful,0
TXN100395,2026-03-12,13:17,CUST1077,59.93,Debit Card,Online Purchase,Delhi,Mobile,Entertainment,49,Successful,0
TXN100396,2026-03-13,15:01,CUST1054,1290.51,Credit Card,ATM,Kochi,Mobile,Utilities,43,Successful,0
TXN100397,2026-03-13,13:00,CUST1157,388.91,Debit Card,Online Purchase,Coimbatore,Mobile,Utilities,65,Successful,0
TXN100398,2026-03-13,11:46,CUST1102,38.24,Credit Card,ATM,Chennai,Mobile,Food,48,Successful,0
TXN100399,2026-03-13,18:04,CUST1169,181.1,UPI,Subscription,Kochi,Mobile,Fashion,36,Successful,0
TXN100400,2026-03-13,22:19,CUST1137,107.62,Credit Card,Bill Payment,Hyderabad,Mobile,Utilities,26,Successful,0
TXN100401,2026-03-14,14:10,CUST1191,95.61,Wallet,Subscription,Kochi,Desktop,Utilities,46,Successful,0
TXN100402,2026-03-14,01:41,CUST1165,210.0,UPI,Bill Payment,Pune,Desktop,Electronics,56,Successful,1
TXN100403,2026-03-14,01:01,CUST1142,71.67,Debit Card,Subscription,Pune,Mobile,Electronics,21,Successful,0
TXN100404,2026-03-14,22:02,CUST1101,388.18,UPI,Online Purchase,Kochi,Mobile,Electronics,20,Successful,0
TXN100405,2026-03-14,21:22,CUST1073,366.74,Credit Card,Money Transfer,Bengaluru,Tablet,Grocery,46,Successful,0
TXN100406,2026-03-14,18:54,CUST1072,257.6,UPI,Bill Payment,Coimbatore,Mobile,Utilities,28,Successful,0
TXN100407,2026-03-15,21:11,CUST1167,177.77,Credit Card,Bill Payment,Bengaluru,Mobile,Grocery,50,Successful,0
TXN100408,2026-03-15,21:19,CUST1168,350.66,Debit Card,Money Transfer,Bengaluru,Mobile,Fashion,55,Successful,0
TXN100409,2026-03-15,16:04,CUST1054,399.97,UPI,Money Transfer,Kochi,Mobile,Entertainment,28,Successful,0
TXN100410,2026-03-15,19:36,CUST1003,285.69,Debit Card,Online Purchase,Mumbai,Mobile,Food,44,Successful,0
TXN100411,2026-03-15,09:37,CUST1183,48.82,Debit Card,Online Purchase,Mumbai,Mobile,Utilities,50,Successful,0
TXN100412,2026-03-16,05:29,CUST1111,82.4,Wallet,Money Transfer,Mumbai,Mobile,Food,38,Failed,0
TXN100413,2026-03-16,14:08,CUST1161,138.65,UPI,Money Transfer,Coimbatore,Mobile,Entertainment,56,Blocked,1
TXN100414,2026-03-16,21:33,CUST1096,41.44,UPI,Subscription,Bengaluru,Desktop,Electronics,48,Successful,0
TXN100415,2026-03-16,10:52,CUST1071,226.79,UPI,ATM,Chennai,Mobile,Utilities,55,Successful,0
TXN100416,2026-03-16,04:43,CUST1019,743.23,Wallet,Subscription,Hyderabad,Mobile,Travel,63,Under Review,1
TXN100417,2026-03-16,00:34,CUST1034,633.77,Wallet,Money Transfer,Mumbai,Mobile,Grocery,19,Successful,0
TXN100418,2026-03-17,07:51,CUST1050,379.79,Credit Card,Online Purchase,Mumbai,Mobile,Grocery,44,Successful,0
TXN100419,2026-03-17,20:57,CUST1175,375.29,Net Banking,Online Purchase,Pune,Mobile,Utilities,53,Successful,0
TXN100420,2026-03-17,11:21,CUST1046,1661.2,Credit Card,ATM,Bengaluru,Mobile,Entertainment,28,Successful,0
TXN100421,2026-03-17,11:43,CUST1184,421.52,Debit Card,Money Transfer,Bengaluru,Desktop,Electronics,64,Successful,0
TXN100422,2026-03-17,04:23,CUST1185,457.44,UPI,Online Purchase,Coimbatore,Desktop,Grocery,35,Under Review,1
TXN100423,2026-03-18,06:16,CUST1083,43.0,Debit Card,Bill Payment,Coimbatore,Mobile,Electronics,18,Successful,0
TXN100424,2026-03-18,03:09,CUST1051,687.33,UPI,Subscription,Mumbai,Mobile,Fashion,52,Successful,0
TXN100425,2026-03-18,05:29,CUST1054,270.02,Net Banking,Bill Payment,Bengaluru,Mobile,Food,52,Successful,0
TXN100426,2026-03-18,12:55,CUST1090,167.37,Debit Card,Bill Payment,Chennai,Desktop,Entertainment,48,Successful,0
TXN100427,2026-03-18,19:58,CUST1081,130.63,Debit Card,Bill Payment,Hyderabad,Desktop,Travel,45,Failed,0
TXN100428,2026-03-18,14:45,CUST1118,104.73,UPI,Online Purchase,Kochi,Mobile,Food,56,Successful,0
TXN100429,2026-03-19,02:22,CUST1156,637.0,UPI,Bill Payment,Bengaluru,Mobile,Food,18,Blocked,1
TXN100430,2026-03-19,22:31,CUST1019,176.2,UPI,Bill Payment,Pune,Mobile,Fashion,42,Successful,0
TXN100431,2026-03-19,07:16,CUST1027,108.67,UPI,Online Purchase,Kochi,Mobile,Grocery,60,Successful,0
TXN100432,2026-03-19,19:49,CUST1176,83.8,UPI,ATM,Bengaluru,Mobile,Travel,55,Successful,0
TXN100433,2026-03-19,15:50,CUST1147,214.99,Wallet,Bill Payment,Delhi,Mobile,Grocery,37,Successful,0
TXN100434,2026-03-20,12:16,CUST1179,126.52,Credit Card,ATM,Coimbatore,Mobile,Utilities,20,Successful,0
TXN100435,2026-03-20,17:13,CUST1007,100.71,UPI,ATM,Pune,Desktop,Food,19,Successful,0
TXN100436,2026-03-20,09:08,CUST1157,45.51,UPI,Online Purchase,Hyderabad,Tablet,Utilities,35,Successful,0
TXN100437,2026-03-20,18:39,CUST1171,473.12,Credit Card,Money Transfer,Mumbai,Mobile,Electronics,61,Successful,0
TXN100438,2026-03-20,16:01,CUST1069,157.9,Debit Card,Bill Payment,Pune,Mobile,Food,27,Successful,0
TXN100439,2026-03-20,23:44,CUST1094,61.24,Credit Card,Subscription,Bengaluru,Mobile,Grocery,22,Successful,0
TXN100440,2026-03-21,18:24,CUST1113,138.21,Net Banking,Online Purchase,Mumbai,Mobile,Food,26,Successful,0
TXN100441,2026-03-21,22:38,CUST1107,313.92,Credit Card,Money Transfer,Bengaluru,Mobile,Electronics,19,Successful,0
TXN100442,2026-03-21,04:08,CUST1120,186.58,Wallet,Money Transfer,Mumbai,Mobile,Fashion,51,Successful,0
TXN100443,2026-03-21,20:53,CUST1186,219.42,Net Banking,Online Purchase,Hyderabad,Mobile,Utilities,55,Successful,0
TXN100444,2026-03-21,22:21,CUST1136,189.15,UPI,Online Purchase,Coimbatore,Mobile,Utilities,48,Successful,0
TXN100445,2026-03-22,08:42,CUST1170,50.56,Wallet,Money Transfer,Hyderabad,Mobile,Grocery,27,Successful,0
